,industry,race,revenue_ranges
11281,Professional/Scientific/Technical Services,American Indian and Alaska Native,U
11283,Professional/Scientific/Technical Services,American Indian and Alaska Native,T
11284,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11285,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11286,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11287,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11289,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11291,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,O
11292,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,O
11294,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,R
11295,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,R
11330,Professional/Scientific/Technical Services,American Indian and Alaska Native,L
11331,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11332,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11334,Professional/Scientific/Technical Services,American Indian and Alaska Native,M
11335,Professional/Scientific/Technical Services,American Indian and Alaska Native,O
11351,Professional/Scientific/Technical Services,Asian,M
11352,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,O
11353,Professional/Scientific/Technical Services,Asian,U
11354,Professional/Scientific/Technical Services,Asian,K
11355,Professional/Scientific/Technical Services,Asian,U
11358,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,I
11359,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,I
11361,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,L
11393,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,L
11394,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,M
11395,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,O
11672,Professional/Scientific/Technical Services,White,W
11674,Professional/Scientific/Technical Services,White,W
11675,Professional/Scientific/Technical Services,White,W
11676,Professional/Scientific/Technical Services,White,W
11677,Professional/Scientific/Technical Services,White,W
11678,Professional/Scientific/Technical Services,White,W
11679,Professional/Scientific/Technical Services,White,W
11680,Professional/Scientific/Technical Services,White,W
11681,Professional/Scientific/Technical Services,White,W
11682,Professional/Scientific/Technical Services,White,W
11717,Professional/Scientific/Technical Services,White,W
11718,Professional/Scientific/Technical Services,White,W
11719,Professional/Scientific/Technical Services,White,W
11720,Professional/Scientific/Technical Services,White,W
11721,Professional/Scientific/Technical Services,White,U
11722,Professional/Scientific/Technical Services,White,W
11723,Professional/Scientific/Technical Services,Black or African American,W
11724,Professional/Scientific/Technical Services,Black or African American,T
11725,Professional/Scientific/Technical Services,Black or African American,U
11726,Professional/Scientific/Technical Services,Black or African American,U
11727,Professional/Scientific/Technical Services,Black or African American,U
11728,Professional/Scientific/Technical Services,Black or African American,R
11729,Professional/Scientific/Technical Services,Black or African American,U
11730,Professional/Scientific/Technical Services,Black or African American,U
11731,Professional/Scientific/Technical Services,Black or African American,U
11732,Professional/Scientific/Technical Services,Black or African American,U
11766,Professional/Scientific/Technical Services,Black or African American,U
11767,Professional/Scientific/Technical Services,Black or African American,W
11768,Professional/Scientific/Technical Services,Black or African American,T
11769,Professional/Scientific/Technical Services,Black or African American,T
11770,Professional/Scientific/Technical Services,Black or African American,M
11771,Professional/Scientific/Technical Services,Black or African American,W
11772,Professional/Scientific/Technical Services,American Indian and Alaska Native,U
11774,Professional/Scientific/Technical Services,American Indian and Alaska Native,T
11775,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11776,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11777,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11778,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11781,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
11804,Professional/Scientific/Technical Services,White,W
11808,Professional/Scientific/Technical Services,White,T
11809,Professional/Scientific/Technical Services,White,U
11810,Professional/Scientific/Technical Services,White,U
11811,Professional/Scientific/Technical Services,White,U
11812,Professional/Scientific/Technical Services,White,U
11815,Professional/Scientific/Technical Services,White,R
11816,Professional/Scientific/Technical Services,White,R
11818,Professional/Scientific/Technical Services,American Indian and Alaska Native,U
11819,Professional/Scientific/Technical Services,American Indian and Alaska Native,L
11822,Professional/Scientific/Technical Services,American Indian and Alaska Native,U
11823,Professional/Scientific/Technical Services,Asian,W
11824,Professional/Scientific/Technical Services,Asian,U
11825,Professional/Scientific/Technical Services,Asian,W
11826,Professional/Scientific/Technical Services,Asian,W
11827,Professional/Scientific/Technical Services,Asian,W
11858,Professional/Scientific/Technical Services,White,W
11859,Professional/Scientific/Technical Services,White,W
11861,Professional/Scientific/Technical Services,White,R
11862,Professional/Scientific/Technical Services,White,W
11864,Professional/Scientific/Technical Services,Black or African American,L
11868,Professional/Scientific/Technical Services,Asian,W
11869,Professional/Scientific/Technical Services,Asian,W
11870,Professional/Scientific/Technical Services,Asian,W
11871,Professional/Scientific/Technical Services,Asian,W
11872,Professional/Scientific/Technical Services,Asian,W
11873,Professional/Scientific/Technical Services,Asian,W
11874,Professional/Scientific/Technical Services,Asian,W
11875,Professional/Scientific/Technical Services,Asian,U
11878,Professional/Scientific/Technical Services,Asian,W
11879,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,T
11880,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,L
11904,Professional/Scientific/Technical Services,Black or African American,L
11905,Professional/Scientific/Technical Services,Black or African American,L
11907,Professional/Scientific/Technical Services,American Indian and Alaska Native,I
11912,Professional/Scientific/Technical Services,Asian,B
11915,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,R
11918,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,M
11920,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,M
11922,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,R
11923,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,R
11929,Real estate and rental and leasing,Asian,I
11937,Professional/Scientific/Technical Services,White,W
11938,Professional/Scientific/Technical Services,White,U
11939,Professional/Scientific/Technical Services,White,W
11940,Professional/Scientific/Technical Services,White,W
11941,Professional/Scientific/Technical Services,White,W
11942,Professional/Scientific/Technical Services,White,W
11943,Professional/Scientific/Technical Services,White,W
11944,Professional/Scientific/Technical Services,White,W
11946,Professional/Scientific/Technical Services,White,W
11949,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,K
11954,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,B
11956,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,K
11959,Professional/Scientific/Technical Services,Native Hawaiian and Other Pacific Islander,T
11983,Professional/Scientific/Technical Services,White,U
11984,Professional/Scientific/Technical Services,White,W
11986,Professional/Scientific/Technical Services,White,U
11988,Professional/Scientific/Technical Services,White,W
11989,Professional/Scientific/Technical Services,Black or African American,U
11990,Professional/Scientific/Technical Services,Black or African American,L
11991,Professional/Scientific/Technical Services,Black or African American,R
11993,Professional/Scientific/Technical Services,Black or African American,O
11995,Professional/Scientific/Technical Services,Black or African American,R
11996,Professional/Scientific/Technical Services,Black or African American,T
11997,Professional/Scientific/Technical Services,Black or African American,R
12033,Professional/Scientific/Technical Services,Black or African American,U
12035,Professional/Scientific/Technical Services,Black or African American,U
12036,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
12037,Professional/Scientific/Technical Services,American Indian and Alaska Native,K
12038,Professional/Scientific/Technical Services,American Indian and Alaska Native,O
12039,Professional/Scientific/Technical Services,American Indian and Alaska Native,M
12078,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
12080,Professional/Scientific/Technical Services,American Indian and Alaska Native,R
12081,Professional/Scientific/Technical Services,Asian,U
12082,Professional/Scientific/Technical Services,Asian,M
12084,Professional/Scientific/Technical Services,Asian,R
12087,Professional/Scientific/Technical Services,Asian,R
12902,Administrative and support and waste management and remediation services,White,R
12903,Administrative and support and waste management and remediation services,White,W
12904,Administrative and support and waste management and remediation services,White,R
12905,Administrative and support and waste management and remediation services,White,U
12906,Administrative and support and waste management and remediation services,White,W
12908,Administrative and support and waste management and remediation services,Black or African American,L
12909,Administrative and support and waste management and remediation services,Black or African American,R
12914,Administrative and support and waste management and remediation services,Black or African American,M
12916,Administrative and support and waste management and remediation services,Black or African American,R
12917,Administrative and support and waste management and remediation services,White,W
12918,Administrative and support and waste management and remediation services,White,W
12919,Administrative and support and waste management and remediation services,White,W
12920,Administrative and support and waste management and remediation services,White,W
12921,Administrative and support and waste management and remediation services,White,W
12922,Administrative and support and waste management and remediation services,White,W
12923,Administrative and support and waste management and remediation services,White,W
12924,Administrative and support and waste management and remediation services,White,W
12925,Administrative and support and waste management and remediation services,White,W
12926,Administrative and support and waste management and remediation services,White,W
12927,Administrative and support and waste management and remediation services,White,W
12929,Administrative and support and waste management and remediation services,American Indian and Alaska Native,L
12932,Administrative and support and waste management and remediation services,American Indian and Alaska Native,U
12933,Administrative and support and waste management and remediation services,American Indian and Alaska Native,O
12939,Administrative and support and waste management and remediation services,American Indian and Alaska Native,M
12940,Administrative and support and waste management and remediation services,American Indian and Alaska Native,T
12956,Administrative and support and waste management and remediation services,American Indian and Alaska Native,I
12962,Administrative and support and waste management and remediation services,White,W
12963,Administrative and support and waste management and remediation services,White,W
12964,Administrative and support and waste management and remediation services,White,U
12965,Administrative and support and waste management and remediation services,White,W
12966,Administrative and support and waste management and remediation services,White,W
12967,Administrative and support and waste management and remediation services,White,W
12968,Administrative and support and waste management and remediation services,White,W
12972,Administrative and support and waste management and remediation services,White,W
12973,Administrative and support and waste management and remediation services,American Indian and Alaska Native,R
12975,Administrative and support and waste management and remediation services,Asian,U
12977,Administrative and support and waste management and remediation services,Asian,W
12978,Administrative and support and waste management and remediation services,Asian,R
12979,Administrative and support and waste management and remediation services,Asian,U
12980,Administrative and support and waste management and remediation services,Asian,U
12981,Administrative and support and waste management and remediation services,Asian,U
12982,Administrative and support and waste management and remediation services,Asian,U
12984,Administrative and support and waste management and remediation services,Asian,T
12985,Administrative and support and waste management and remediation services,Asian,W
12996,Administrative and support and waste management and remediation services,Asian,K
13004,Administrative and support and waste management and remediation services,White,W
13005,Administrative and support and waste management and remediation services,White,U
13006,Administrative and support and waste management and remediation services,White,U
13007,Administrative and support and waste management and remediation services,White,U
13008,Administrative and support and waste management and remediation services,White,U
13009,Administrative and support and waste management and remediation services,White,U
13010,Administrative and support and waste management and remediation services,White,U
13013,Administrative and support and waste management and remediation services,White,W
13014,Administrative and support and waste management and remediation services,Asian,W
13015,Administrative and support and waste management and remediation services,Asian,O
13016,Administrative and support and waste management and remediation services,Asian,T
13018,Administrative and support and waste management and remediation services,Asian,T
13022,Administrative and support and waste management and remediation services,Asian,R
13023,Administrative and support and waste management and remediation services,Asian,U
13035,Administrative and support and waste management and remediation services,Asian,R
13039,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,I
13045,Administrative and support and waste management and remediation services,White,W
13046,Administrative and support and waste management and remediation services,White,W
13047,Administrative and support and waste management and remediation services,White,U
13048,Administrative and support and waste management and remediation services,White,U
13049,Administrative and support and waste management and remediation services,White,O
13051,Administrative and support and waste management and remediation services,White,R
13052,Administrative and support and waste management and remediation services,White,R
13056,Administrative and support and waste management and remediation services,Asian,W
13057,Administrative and support and waste management and remediation services,Asian,R
13058,Administrative and support and waste management and remediation services,Asian,U
13059,Administrative and support and waste management and remediation services,Asian,U
13060,Administrative and support and waste management and remediation services,Asian,U
13061,Administrative and support and waste management and remediation services,Asian,U
13065,Administrative and support and waste management and remediation services,Asian,W
13078,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,L
13088,Administrative and support and waste management and remediation services,White,R
13092,Administrative and support and waste management and remediation services,White,U
13093,Administrative and support and waste management and remediation services,White,U
13094,Administrative and support and waste management and remediation services,White,W
13095,Administrative and support and waste management and remediation services,White,W
13096,Administrative and support and waste management and remediation services,White,W
13097,Administrative and support and waste management and remediation services,White,W
13098,Administrative and support and waste management and remediation services,White,W
13099,Administrative and support and waste management and remediation services,Asian,U
13100,Administrative and support and waste management and remediation services,Asian,L
13101,Administrative and support and waste management and remediation services,Asian,R
13108,Administrative and support and waste management and remediation services,Asian,R
13129,Administrative and support and waste management and remediation services,White,W
13130,Administrative and support and waste management and remediation services,White,W
13131,Administrative and support and waste management and remediation services,White,W
13132,Administrative and support and waste management and remediation services,White,W
13133,Administrative and support and waste management and remediation services,White,W
13134,Administrative and support and waste management and remediation services,White,W
13135,Administrative and support and waste management and remediation services,White,W
13136,Administrative and support and waste management and remediation services,White,W
13137,Administrative and support and waste management and remediation services,Black or African American,W
13139,Administrative and support and waste management and remediation services,Asian,K
13140,Administrative and support and waste management and remediation services,Asian,O
13166,Administrative and support and waste management and remediation services,Black or African American,U
13167,Administrative and support and waste management and remediation services,Black or African American,T
13169,Administrative and support and waste management and remediation services,Black or African American,U
13171,Administrative and support and waste management and remediation services,Black or African American,R
13173,Administrative and support and waste management and remediation services,Black or African American,U
13174,Administrative and support and waste management and remediation services,Black or African American,U
13176,Administrative and support and waste management and remediation services,Asian,O
13177,Administrative and support and waste management and remediation services,Asian,W
13178,Administrative and support and waste management and remediation services,Asian,R
13179,Administrative and support and waste management and remediation services,Asian,U
13180,Administrative and support and waste management and remediation services,Asian,U
13181,Administrative and support and waste management and remediation services,Asian,U
13182,Administrative and support and waste management and remediation services,Asian,U
13183,Administrative and support and waste management and remediation services,Asian,U
13185,Administrative and support and waste management and remediation services,Asian,T
13186,Administrative and support and waste management and remediation services,Asian,W
13205,Administrative and support and waste management and remediation services,Black or African American,R
13206,Administrative and support and waste management and remediation services,Black or African American,R
13210,Administrative and support and waste management and remediation services,Black or African American,M
13211,Administrative and support and waste management and remediation services,Black or African American,R
13212,Administrative and support and waste management and remediation services,Black or African American,U
13213,Administrative and support and waste management and remediation services,Black or African American,W
13214,Administrative and support and waste management and remediation services,Black or African American,R
13215,Administrative and support and waste management and remediation services,Asian,W
13216,Administrative and support and waste management and remediation services,Asian,W
13217,Administrative and support and waste management and remediation services,Asian,U
13218,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,R
13219,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,K
13221,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,L
13226,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,M
13248,Administrative and support and waste management and remediation services,Black or African American,T
13249,Administrative and support and waste management and remediation services,Black or African American,R
13250,Administrative and support and waste management and remediation services,Black or African American,T
13251,Administrative and support and waste management and remediation services,Black or African American,T
13253,Administrative and support and waste management and remediation services,Black or African American,R
13255,Administrative and support and waste management and remediation services,Black or African American,U
13256,Administrative and support and waste management and remediation services,Black or African American,T
13257,Administrative and support and waste management and remediation services,Black or African American,K
13258,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,M
13259,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,B
13264,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,R
13266,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,K
13268,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,L
13290,Administrative and support and waste management and remediation services,Black or African American,R
13294,Administrative and support and waste management and remediation services,Black or African American,R
13295,Administrative and support and waste management and remediation services,Black or African American,L
13296,Administrative and support and waste management and remediation services,Black or African American,R
13302,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,B
13324,Administrative and support and waste management and remediation services,Black or African American,M
13327,Administrative and support and waste management and remediation services,Black or African American,R
13330,Administrative and support and waste management and remediation services,Black or African American,I
13333,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,K
13335,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,L
13359,Administrative and support and waste management and remediation services,Black or African American,W
13361,Administrative and support and waste management and remediation services,Black or African American,U
13362,Administrative and support and waste management and remediation services,Black or African American,T
13364,Administrative and support and waste management and remediation services,Black or African American,U
13366,Administrative and support and waste management and remediation services,Black or African American,R
13368,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,R
13369,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,I
13376,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,M
13395,Administrative and support and waste management and remediation services,Black or African American,U
13396,Administrative and support and waste management and remediation services,Black or African American,R
13397,Administrative and support and waste management and remediation services,Black or African American,U
13398,Administrative and support and waste management and remediation services,Black or African American,W
13399,Administrative and support and waste management and remediation services,American Indian and Alaska Native,U
13400,Administrative and support and waste management and remediation services,American Indian and Alaska Native,L
13401,Administrative and support and waste management and remediation services,American Indian and Alaska Native,R
13403,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,M
13404,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,R
13439,Administrative and support and waste management and remediation services,American Indian and Alaska Native,M
13440,Administrative and support and waste management and remediation services,American Indian and Alaska Native,T
13441,Administrative and support and waste management and remediation services,American Indian and Alaska Native,R
13442,Administrative and support and waste management and remediation services,American Indian and Alaska Native,K
13443,Administrative and support and waste management and remediation services,American Indian and Alaska Native,O
13469,Administrative and support and waste management and remediation services,White,W
13470,Administrative and support and waste management and remediation services,White,W
13471,Administrative and support and waste management and remediation services,White,W
13472,Administrative and support and waste management and remediation services,White,W
13473,Administrative and support and waste management and remediation services,White,W
13474,Administrative and support and waste management and remediation services,White,W
13475,Administrative and support and waste management and remediation services,White,W
13479,Administrative and support and waste management and remediation services,American Indian and Alaska Native,L
13483,Administrative and support and waste management and remediation services,American Indian and Alaska Native,L
13498,Administrative and support and waste management and remediation services,White,W
13499,Administrative and support and waste management and remediation services,White,T
13500,Administrative and support and waste management and remediation services,White,U
13501,Administrative and support and waste management and remediation services,White,U
13502,Administrative and support and waste management and remediation services,White,U
13503,Administrative and support and waste management and remediation services,White,U
13507,Administrative and support and waste management and remediation services,White,W
13508,Administrative and support and waste management and remediation services,White,W
13509,Administrative and support and waste management and remediation services,White,W
13510,Administrative and support and waste management and remediation services,White,W
13511,Administrative and support and waste management and remediation services,White,W
13512,Administrative and support and waste management and remediation services,White,U
13513,Administrative and support and waste management and remediation services,White,W
13514,Administrative and support and waste management and remediation services,White,W
13515,Administrative and support and waste management and remediation services,White,W
13516,Administrative and support and waste management and remediation services,White,W
13517,Administrative and support and waste management and remediation services,White,W
13518,Administrative and support and waste management and remediation services,White,W
13524,Administrative and support and waste management and remediation services,American Indian and Alaska Native,L
13525,Administrative and support and waste management and remediation services,American Indian and Alaska Native,T
13526,Administrative and support and waste management and remediation services,American Indian and Alaska Native,M
13528,Administrative and support and waste management and remediation services,Black or African American,U
13529,Administrative and support and waste management and remediation services,Black or African American,W
13530,Administrative and support and waste management and remediation services,Black or African American,R
13531,Administrative and support and waste management and remediation services,American Indian and Alaska Native,U
13532,Administrative and support and waste management and remediation services,Black or African American,R
13534,Administrative and support and waste management and remediation services,Black or African American,W
13535,Administrative and support and waste management and remediation services,American Indian and Alaska Native,L
13536,Administrative and support and waste management and remediation services,American Indian and Alaska Native,R
13549,Educational services,Black or African American,R
13552,Educational services,American Indian and Alaska Native,I
13557,Administrative and support and waste management and remediation services,Asian,U
13558,Administrative and support and waste management and remediation services,Asian,U
13559,Administrative and support and waste management and remediation services,Asian,U
13560,Administrative and support and waste management and remediation services,Asian,U
13561,Administrative and support and waste management and remediation services,Asian,U
13563,Administrative and support and waste management and remediation services,Asian,T
13564,Administrative and support and waste management and remediation services,Asian,W
13565,Administrative and support and waste management and remediation services,Asian,W
13566,Administrative and support and waste management and remediation services,Asian,W
13567,Administrative and support and waste management and remediation services,Asian,U
13569,Administrative and support and waste management and remediation services,White,U
13570,Administrative and support and waste management and remediation services,White,W
13573,Administrative and support and waste management and remediation services,White,W
13574,Administrative and support and waste management and remediation services,Black or African American,M
13576,Administrative and support and waste management and remediation services,Black or African American,I
13579,Administrative and support and waste management and remediation services,American Indian and Alaska Native,L
13580,Administrative and support and waste management and remediation services,American Indian and Alaska Native,T
13581,Administrative and support and waste management and remediation services,American Indian and Alaska Native,R
13584,Administrative and support and waste management and remediation services,Asian,R
13586,Administrative and support and waste management and remediation services,American Indian and Alaska Native,U
13587,Administrative and support and waste management and remediation services,Asian,W
13590,Educational services,American Indian and Alaska Native,I
13596,Administrative and support and waste management and remediation services,Asian,W
13597,Administrative and support and waste management and remediation services,Asian,O
13598,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,R
13599,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,K
13601,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,K
13612,Administrative and support and waste management and remediation services,American Indian and Alaska Native,M
13634,Educational services,American Indian and Alaska Native,I
13640,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,M
13641,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,R
13642,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,O
13644,Administrative and support and waste management and remediation services,Native Hawaiian and Other Pacific Islander,K
13657,Administrative and support and waste management and remediation services,American Indian and Alaska Native,M
13685,Educational services,Asian,W
13686,Educational services,Asian,R
13687,Educational services,Asian,T
13688,Educational services,Asian,R
13689,Educational services,Asian,R
13690,Educational services,Asian,U
13807,Educational services,White,W
13809,Educational services,White,W
13810,Educational services,White,W
13811,Educational services,White,U
13812,Educational services,White,W
13813,Educational services,White,W
13815,Educational services,Asian,O
13816,Educational services,Asian,R
13818,Educational services,Asian,O
13822,Educational services,Asian,U
13828,Educational services,Asian,L
13829,Educational services,Asian,M
13852,Educational services,White,W
13854,Educational services,White,W
13855,Educational services,White,W
13856,Educational services,White,T
13857,Educational services,White,U
13858,Educational services,White,U
13859,Educational services,White,U
13860,Educational services,White,U
13861,Educational services,White,U
13863,Educational services,White,R
13864,Educational services,White,U
13895,Educational services,White,W
13897,Educational services,White,U
13898,Educational services,White,U
13899,Educational services,White,U
13900,Educational services,White,U
13901,Educational services,White,U
13904,Educational services,White,W
13908,Educational services,Asian,W
13909,Educational services,Asian,R
13910,Educational services,Asian,T
13911,Educational services,Asian,R
13912,Educational services,Asian,R
13913,Educational services,Asian,U
13938,Educational services,White,W
13939,Educational services,White,R
13940,Educational services,White,U
13941,Educational services,White,U
13942,Educational services,White,U
13943,Educational services,White,U
13944,Educational services,White,U
13947,Educational services,White,R
13948,Educational services,White,U
13951,Educational services,Asian,U
13955,Educational services,Native Hawaiian and Other Pacific Islander,I
13960,Educational services,Native Hawaiian and Other Pacific Islander,B
13964,Educational services,Native Hawaiian and Other Pacific Islander,I
13989,Educational services,White,R
13998,Educational services,White,T
14049,Educational services,White,O
14050,Educational services,White,U
14051,Educational services,White,W
14053,Educational services,White,W
14054,Educational services,White,U
14055,Educational services,White,W
14056,Educational services,White,W
14059,Educational services,White,W
14092,Educational services,White,W
14093,Educational services,White,W
14094,Educational services,White,W
14095,Educational services,Black or African American,T
14096,Educational services,Black or African American,M
14097,Educational services,Black or African American,R
14143,Educational services,Black or African American,R
14144,Educational services,Black or African American,L
14170,Administrative and support and waste management and remediation services,White,W
14171,Administrative and support and waste management and remediation services,White,W
14172,Administrative and support and waste management and remediation services,White,W
14173,Administrative and support and waste management and remediation services,White,W
14174,Administrative and support and waste management and remediation services,White,W
14175,Administrative and support and waste management and remediation services,White,W
14176,Administrative and support and waste management and remediation services,White,W
14177,Administrative and support and waste management and remediation services,White,W
14178,Administrative and support and waste management and remediation services,White,W
14179,Administrative and support and waste management and remediation services,White,W
14180,Educational services,Black or African American,L
14189,Educational services,Black or African American,I
14206,Administrative and support and waste management and remediation services,White,U
14207,Administrative and support and waste management and remediation services,White,W
14208,Administrative and support and waste management and remediation services,White,R
14209,Administrative and support and waste management and remediation services,White,U
14210,Administrative and support and waste management and remediation services,White,U
14211,Administrative and support and waste management and remediation services,White,U
14214,Administrative and support and waste management and remediation services,White,O
14215,Administrative and support and waste management and remediation services,White,U
14216,Administrative and support and waste management and remediation services,White,W
14217,Administrative and support and waste management and remediation services,White,W
14218,Administrative and support and waste management and remediation services,White,W
14219,Administrative and support and waste management and remediation services,White,W
14220,Administrative and support and waste management and remediation services,White,U
14221,Administrative and support and waste management and remediation services,White,W
14222,Administrative and support and waste management and remediation services,Black or African American,W
14224,Administrative and support and waste management and remediation services,Black or African American,U
14225,Administrative and support and waste management and remediation services,Black or African American,R
14226,Administrative and support and waste management and remediation services,Black or African American,R
14228,Administrative and support and waste management and remediation services,Black or African American,U
14231,Administrative and support and waste management and remediation services,Black or African American,U
14233,Educational services,Black or African American,I
14239,Educational services,Black or African American,T
14240,Educational services,Black or African American,M
14241,Educational services,Black or African American,R
14275,Health care and social assistance,Black or African American,R
14276,Health care and social assistance,Black or African American,W
14277,Health care and social assistance,Black or African American,R
14278,Health care and social assistance,Black or African American,U
14279,Health care and social assistance,Black or African American,U
14280,Health care and social assistance,Black or African American,U
14281,Health care and social assistance,Black or African American,U
14282,Health care and social assistance,Black or African American,T
14283,Health care and social assistance,Black or African American,T
14285,Health care and social assistance,Black or African American,T
14318,Health care and social assistance,Black or African American,U
14319,Health care and social assistance,Black or African American,M
14320,Health care and social assistance,Black or African American,R
14321,Health care and social assistance,Black or African American,R
14322,Health care and social assistance,Black or African American,T
14327,Health care and social assistance,Black or African American,O
14370,Health care and social assistance,American Indian and Alaska Native,T
14371,Health care and social assistance,American Indian and Alaska Native,T
14373,Health care and social assistance,Asian,W
14374,Health care and social assistance,Asian,U
14375,Health care and social assistance,Asian,W
14376,Health care and social assistance,Asian,W
14377,Health care and social assistance,Asian,W
14378,Health care and social assistance,Asian,W
14379,Health care and social assistance,Asian,U
14383,Educational services,White,U
14384,Educational services,White,L
14386,Educational services,White,R
14392,Educational services,White,T
14396,Educational services,White,W
14398,Educational services,White,W
14399,Educational services,White,U
14400,Educational services,White,U
14401,Educational services,White,W
14402,Educational services,White,W
14405,Educational services,White,W
14406,Educational services,White,W
14407,Educational services,White,W
14408,Educational services,White,W
14420,Health care and social assistance,Asian,U
14421,Health care and social assistance,Asian,W
14422,Health care and social assistance,Asian,T
14423,Health care and social assistance,Asian,U
14424,Health care and social assistance,Asian,U
14425,Health care and social assistance,Asian,U
14426,Health care and social assistance,Asian,U
14427,Health care and social assistance,Asian,T
14430,Health care and social assistance,Asian,M
14432,Educational services,White,U
14435,Educational services,White,B
14436,Educational services,White,U
14438,Educational services,Black or African American,I
14440,Educational services,Black or African American,B
14445,Educational services,White,U
14447,Educational services,White,W
14448,Educational services,Black or African American,T
14449,Educational services,Black or African American,M
14450,Educational services,Black or African American,R
14456,Educational services,Black or African American,R
14460,Educational services,Black or African American,T
14471,Health care and social assistance,Asian,W
14472,Health care and social assistance,Asian,U
14473,Health care and social assistance,Asian,W
14474,Health care and social assistance,Asian,W
14475,Health care and social assistance,Asian,W
14476,Health care and social assistance,Asian,W
14480,Health care and social assistance,Asian,U
14498,Educational services,American Indian and Alaska Native,I
14500,Educational services,American Indian and Alaska Native,I
14508,Educational services,Asian,W
14509,Educational services,Asian,R
14510,Educational services,Asian,T
14511,Educational services,Asian,R
14512,Educational services,Asian,R
14513,Educational services,Asian,U
14526,Health care and social assistance,Black or African American,R
14527,Health care and social assistance,Black or African American,T
14529,Health care and social assistance,Black or African American,M
14549,Educational services,Asian,U
14551,Educational services,Asian,W
14553,Educational services,Native Hawaiian and Other Pacific Islander,I
14569,Health care and social assistance,Black or African American,R
14570,Health care and social assistance,Black or African American,T
14573,Health care and social assistance,Black or African American,B
14577,Health care and social assistance,Black or African American,W
