,annual_payroll,industry,sex,ethnicity,race,buschar_label,number_of_firms,firmpdemp_f,revenue,number_of_employees
4113,0,Information,Unclassifiable,Unclassifiable,Unclassifiable,Item not reported,0,S,0,0
4114,0,Information,Male,Equally Hispanic/non-Hispanic,Total,Item not reported,0,D,0,0
4115,118909,Information,Equally male/female,Equally Hispanic/non-Hispanic,Total,All firms,479,,0,1290
4116,0,Information,Equally male/female,Equally Hispanic/non-Hispanic,Total,Federal government,0,D,0,0
4117,0,Information,Equally male/female,Equally Hispanic/non-Hispanic,Total,State and local government,0,D,0,0
4118,12843,Information,Equally male/female,Equally Hispanic/non-Hispanic,Total,Other businesses,130,,0,167
4119,0,Information,Equally male/female,Equally Hispanic/non-Hispanic,Total,Other organizations,0,D,0,0
4120,0,Information,Equally male/female,Equally Hispanic/non-Hispanic,Total,Individuals,0,S,0,0
4121,15332,Information,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total reporting,172,,0,246
4122,0,Information,Equally male/female,Equally Hispanic/non-Hispanic,Total,Item not reported,0,S,0,0
4123,92869647,Information,Total,Non-Hispanic,Total,All firms,69715,,0,1056406
4124,405045,Information,Total,Non-Hispanic,Total,Federal government,605,,0,5710
4125,1615906,Information,Total,Non-Hispanic,Total,State and local government,2358,,0,26151
4126,9444006,Information,Total,Non-Hispanic,Total,Other businesses,19898,,0,132112
4127,1416788,Information,Total,Non-Hispanic,Total,Other organizations,2853,,0,19257
4128,3191213,Information,Total,Non-Hispanic,Total,Individuals,9448,,0,76894
4129,11663689,Information,Total,Non-Hispanic,Total,Total reporting,26101,,0,184303
4130,1082626,Information,Total,Non-Hispanic,Total,Item not reported,3078,,0,21216
4131,7069088,Information,Female,Non-Hispanic,Total,All firms,10491,,0,102891
4132,24991,Information,Female,Non-Hispanic,Total,Federal government,85,,0,461
4133,0,Information,Female,Non-Hispanic,Total,State and local government,0,S,0,0
4134,905767,Information,Female,Non-Hispanic,Total,Other businesses,2832,,0,15730
4135,0,Information,Female,Non-Hispanic,Total,Other organizations,0,S,0,0
4136,325319,Information,Female,Non-Hispanic,Total,Individuals,1601,,0,11752
4137,1090866,Information,Female,Non-Hispanic,Total,Total reporting,3946,,0,23168
4138,104976,Information,Female,Non-Hispanic,Total,Item not reported,534,,0,2453
4139,81548914,Information,Male,Non-Hispanic,Total,All firms,50350,,0,886818
4140,366059,Information,Male,Non-Hispanic,Total,Federal government,468,,0,5044
4141,1332460,Information,Male,Non-Hispanic,Total,State and local government,1487,,0,21181
4142,7799602,Information,Male,Non-Hispanic,Total,Other businesses,14658,,0,104806
4143,1152843,Information,Male,Non-Hispanic,Total,Other organizations,1846,,0,14359
4144,2522296,Information,Male,Non-Hispanic,Total,Individuals,6317,,0,56674
4145,9609570,Information,Male,Non-Hispanic,Total,Total reporting,18774,,0,143362
4146,915915,Information,Male,Non-Hispanic,Total,Item not reported,2122,,0,17105
4147,4251644,Information,Equally male/female,Non-Hispanic,Total,All firms,8874,,0,66697
4148,13995,Information,Equally male/female,Non-Hispanic,Total,Federal government,49,,0,205
4149,88420,Information,Equally male/female,Non-Hispanic,Total,State and local government,366,,0,1727
4150,738636,Information,Equally male/female,Non-Hispanic,Total,Other businesses,2408,,0,11576
4151,68938,Information,Equally male/female,Non-Hispanic,Total,Other organizations,437,,0,1522
4152,343598,Information,Equally male/female,Non-Hispanic,Total,Individuals,1527,,0,8467
4153,963252,Information,Equally male/female,Non-Hispanic,Total,Total reporting,3381,,0,17773
4154,61734,Information,Equally male/female,Non-Hispanic,Total,Item not reported,419,,0,1658
4155,88334740,Information,Total,Total,White,All firms,65393,,0,1006381
4156,351941,Information,Total,Total,White,Federal government,575,,0,4855
4157,1606692,Information,Total,Total,White,State and local government,2376,,0,25972
4158,9011377,Information,Total,Total,White,Other businesses,19308,,0,127124
4159,1373668,Information,Total,Total,White,Other organizations,2847,,0,18845
4160,3019934,Information,Total,Total,White,Individuals,8784,,0,71511
4161,11081826,Information,Total,Total,White,Total reporting,25021,,0,174338
4162,1071439,Information,Total,Total,White,Item not reported,2926,,0,22314
4163,749284,Information,Total,Total,Black or African American,All firms,1346,,0,10250
4164,42349,Information,Total,Total,Black or African American,Federal government,16,,0,671
4165,5066,Information,Total,Total,Black or African American,State and local government,58,,0,158
4166,44810,Information,Total,Total,Black or African American,Other businesses,338,,0,679
4167,6064,Information,Total,Total,Black or African American,Other organizations,65,,0,170
4168,0,Information,Total,Total,Black or African American,Individuals,0,S,0,0
4169,101934,Information,Total,Total,Black or African American,Total reporting,446,,0,1886
4170,0,Information,Total,Total,Black or African American,Item not reported,0,S,0,0
4171,138962,Information,Total,Total,American Indian and Alaska Native,All firms,264,,0,2468
4172,0,Information,Total,Total,American Indian and Alaska Native,Federal government,0,D,0,0
4173,0,Information,Total,Total,American Indian and Alaska Native,State and local government,0,S,0,0
4174,0,Information,Total,Total,American Indian and Alaska Native,Other businesses,0,S,0,0
4175,1883,Information,Total,Total,American Indian and Alaska Native,Other organizations,13,,0,61
4176,0,Information,Total,Total,American Indian and Alaska Native,Individuals,0,S,0,0
4177,30969,Information,Total,Total,American Indian and Alaska Native,Total reporting,76,,0,902
4178,0,Information,Total,Total,American Indian and Alaska Native,Item not reported,0,S,0,0
4179,4448424,Information,Total,Total,Asian,All firms,6049,,0,59495
4180,6827,Information,Total,Total,Asian,Federal government,28,,0,102
4181,35367,Information,Total,Total,Asian,State and local government,53,,0,460
4182,507411,Information,Total,Total,Asian,Other businesses,1093,,0,6670
4183,57964,Information,Total,Total,Asian,Other organizations,154,,0,791
4184,179314,Information,Total,Total,Asian,Individuals,839,,0,6433
4185,642219,Information,Total,Total,Asian,Total reporting,1763,,0,12206
4186,31956,Information,Total,Total,Asian,Item not reported,217,,0,685
4187,0,Information,Total,Total,Native Hawaiian and Other Pacific Islander,All firms,0,S,0,0
4188,0,Information,Total,Total,Native Hawaiian and Other Pacific Islander,Other businesses,0,S,0,0
4189,0,Information,Total,Total,Native Hawaiian and Other Pacific Islander,Other organizations,0,D,0,0
4190,0,Information,Total,Total,Native Hawaiian and Other Pacific Islander,Individuals,0,D,0,0
4191,0,Information,Total,Total,Native Hawaiian and Other Pacific Islander,Total reporting,0,S,0,0
4192,0,Information,Total,Total,Native Hawaiian and Other Pacific Islander,Item not reported,0,D,0,0
4193,6621580,Information,Total,Total,Minority,All firms,10562,,0,97199
4194,50788,Information,Total,Total,Minority,Federal government,57,,0,809
4195,68605,Information,Total,Total,Minority,State and local government,218,,0,1069
4196,717571,Information,Total,Total,Minority,Other businesses,2319,,0,10326
4197,81025,Information,Total,Total,Minority,Other organizations,371,,0,1391
4198,266917,Information,Total,Total,Minority,Individuals,1445,,0,9887
4199,974275,Information,Total,Total,Minority,Total reporting,3351,,0,19392
4200,67041,Information,Total,Total,Minority,Item not reported,406,,0,2912
4201,1143478,Information,Female,Total,Minority,All firms,2130,,0,17786
4202,3199,Information,Female,Total,Minority,Federal government,17,,0,65
4203,8006,Information,Female,Total,Minority,State and local government,56,,0,159
4204,85178,Information,Female,Total,Minority,Other businesses,421,,0,1333
4205,8330,Information,Female,Total,Minority,Other organizations,65,,0,169
4206,46601,Information,Female,Total,Minority,Individuals,341,,0,1241
4207,110652,Information,Female,Total,Minority,Total reporting,633,,0,2252
4208,6799,Information,Female,Total,Minority,Item not reported,78,,0,340
4209,5145509,Information,Male,Total,Minority,All firms,7368,,0,73208
4210,47580,Information,Male,Total,Minority,Federal government,38,,0,741
4211,51301,Information,Male,Total,Minority,State and local government,145,,0,767
4212,595905,Information,Male,Total,Minority,Other businesses,1639,,0,8411
4213,68055,Information,Male,Total,Minority,Other organizations,284,,0,1151
4214,199305,Information,Male,Total,Minority,Individuals,927,,0,7899
4215,800360,Information,Male,Total,Minority,Total reporting,2337,,0,15805
4216,54902,Information,Male,Total,Minority,Item not reported,281,,0,2460
4217,332593,Information,Equally male/female,Total,Minority,All firms,1062,,0,6205
4218,0,Information,Equally male/female,Total,Minority,Federal government,0,D,0,0
4219,0,Information,Equally male/female,Total,Minority,State and local government,0,S,0,0
4220,36488,Information,Equally male/female,Total,Minority,Other businesses,259,,0,582
4221,0,Information,Equally male/female,Total,Minority,Other organizations,0,S,0,0
4222,21011,Information,Equally male/female,Total,Minority,Individuals,176,,0,747
4223,63263,Information,Equally male/female,Total,Minority,Total reporting,378,,0,1335
4224,0,Information,Equally male/female,Total,Minority,Item not reported,0,S,0,0
4225,1061719,Information,Total,Total,Equally minority/nonminority,All firms,1513,,0,10625
4226,0,Information,Total,Total,Equally minority/nonminority,Federal government,0,S,0,0
4227,19361,Information,Total,Total,Equally minority/nonminority,State and local government,50,,0,351
4228,97093,Information,Total,Total,Equally minority/nonminority,Other businesses,392,,0,1226
4229,12843,Information,Total,Total,Equally minority/nonminority,Other organizations,82,,0,291
4230,55921,Information,Total,Total,Equally minority/nonminority,Individuals,155,,0,747
4231,140926,Information,Total,Total,Equally minority/nonminority,Total reporting,549,,0,1888
4232,0,Information,Total,Total,Equally minority/nonminority,Item not reported,0,S,0,0
4233,776667,Information,Male,Total,Equally minority/nonminority,All firms,573,,0,7257
4234,0,Information,Male,Total,Equally minority/nonminority,Federal government,0,D,0,0
4235,12637,Information,Male,Total,Equally minority/nonminority,State and local government,16,,0,208
4236,58740,Information,Male,Total,Equally minority/nonminority,Other businesses,123,,0,733
4237,4478,Information,Male,Total,Equally minority/nonminority,Other organizations,40,,0,133
4238,41473,Information,Male,Total,Equally minority/nonminority,Individuals,63,,0,514
4239,92174,Information,Male,Total,Equally minority/nonminority,Total reporting,194,,0,1175
4240,0,Information,Male,Total,Equally minority/nonminority,Item not reported,0,S,0,0
4241,284750,Information,Equally male/female,Total,Equally minority/nonminority,All firms,931,,0,3342
4242,0,Information,Equally male/female,Total,Equally minority/nonminority,Federal government,0,S,0,0
4243,0,Information,Equally male/female,Total,Equally minority/nonminority,State and local government,0,S,0,0
4244,38353,Information,Equally male/female,Total,Equally minority/nonminority,Other businesses,270,,0,494
4245,8365,Information,Equally male/female,Total,Equally minority/nonminority,Other organizations,42,,0,158
4246,14448,Information,Equally male/female,Total,Equally minority/nonminority,Individuals,91,,0,233
4247,48751,Information,Equally male/female,Total,Equally minority/nonminority,Total reporting,356,,0,714
4248,0,Information,Equally male/female,Total,Equally minority/nonminority,Item not reported,0,S,0,0
4249,86559915,Information,Total,Total,Nonminority,All firms,61227,,0,975329
4250,349661,Information,Total,Total,Nonminority,Federal government,546,,0,4812
4251,1563012,Information,Total,Total,Nonminority,State and local government,2212,,0,25270
4252,8788584,Information,Total,Total,Nonminority,Other businesses,18167,,0,123473
4253,1343446,Information,Total,Total,Nonminority,Other organizations,2610,,0,18139
4254,2942396,Information,Total,Total,Nonminority,Individuals,8321,,0,69086
4255,10784672,Information,Total,Total,Nonminority,Total reporting,23512,,0,168504
4256,1035316,Information,Total,Total,Nonminority,Item not reported,2759,,0,20136
4257,6180297,Information,Female,Total,Nonminority,All firms,8860,,0,90088
4258,21975,Information,Female,Total,Nonminority,Federal government,71,,0,398
4259,0,Information,Female,Total,Nonminority,State and local government,0,S,0,0
4260,833996,Information,Female,Total,Nonminority,Other businesses,2539,,0,14686
4261,0,Information,Female,Total,Nonminority,Other organizations,0,S,0,0
4262,284739,Information,Female,Total,Nonminority,Individuals,1341,,0,10668
4263,995459,Information,Female,Total,Nonminority,Total reporting,3460,,0,21277
4264,99576,Information,Female,Total,Nonminority,Item not reported,467,,0,2173
4265,76483058,Information,Male,Total,Nonminority,All firms,44580,,0,823493
4266,314068,Information,Male,Total,Nonminority,Federal government,429,,0,4214
4267,1288468,Information,Male,Total,Nonminority,State and local government,1399,,0,20504
4268,7258713,Information,Male,Total,Nonminority,Other businesses,13493,,0,97830
4269,1098794,Information,Male,Total,Nonminority,Other organizations,1717,,0,13614
4270,2334473,Information,Male,Total,Nonminority,Individuals,5616,,0,50332
4271,8884380,Information,Male,Total,Nonminority,Total reporting,17070,,0,130440
4272,878910,Information,Male,Total,Nonminority,Item not reported,1900,,0,16396
4273,3896560,Information,Equally male/female,Total,Nonminority,All firms,7787,,0,61747
4274,13617,Information,Equally male/female,Total,Nonminority,Federal government,45,,0,200
4275,81235,Information,Equally male/female,Total,Nonminority,State and local government,329,,0,1584
4276,695875,Information,Equally male/female,Total,Nonminority,Other businesses,2135,,0,10957
4277,55967,Information,Equally male/female,Total,Nonminority,Other organizations,376,,0,1295
4278,323184,Information,Equally male/female,Total,Nonminority,Individuals,1362,,0,8086
4279,904833,Information,Equally male/female,Total,Nonminority,Total reporting,2982,,0,16787
4280,56830,Information,Equally male/female,Total,Nonminority,Item not reported,389,,0,1567
4281,3749048,Information,Total,Total,Total,All firms,3879,,0,56506
4282,76488,Information,Total,Total,Total,Federal government,103,,0,985
4283,57793,Information,Total,Total,Total,State and local government,236,,0,1689
4284,375681,Information,Total,Total,Total,Other businesses,968,,0,6207
4285,68154,Information,Total,Total,Total,Other organizations,210,,0,1197
4286,123457,Information,Total,Total,Total,Individuals,588,,0,3896
4287,515221,Information,Total,Total,Total,Total reporting,1526,,0,9917
4288,24395,Information,Total,Total,Total,Item not reported,163,,0,756
4289,22373,Information,Female,Total,Total,All firms,68,,0,428
4290,0,Information,Female,Total,Total,State and local government,0,D,0,0
4291,0,Information,Female,Total,Total,Other businesses,0,S,0,0
4292,0,Information,Female,Total,Total,Individuals,0,S,0,0
4293,0,Information,Female,Total,Total,Total reporting,0,S,0,0
4294,3720176,Information,Male,Total,Total,All firms,3784,,0,56004
4295,76246,Information,Male,Total,Total,Federal government,91,,0,985
4296,54904,Information,Male,Total,Total,State and local government,227,,0,1647
4297,370163,Information,Male,Total,Total,Other businesses,947,,0,6126
4298,68154,Information,Male,Total,Total,Other organizations,210,,0,1197
4299,122668,Information,Male,Total,Total,Individuals,574,,0,3828
4300,507970,Information,Male,Total,Total,Total reporting,1476,,0,9757
4301,24395,Information,Male,Total,Total,Item not reported,163,,0,756
4302,6498,Information,Equally male/female,Total,Total,All firms,25,,0,74
4303,0,Information,Equally male/female,Total,Total,Federal government,0,D,0,0
4304,0,Information,Equally male/female,Total,Total,Other businesses,0,D,0,0
4305,0,Information,Equally male/female,Total,Total,Individuals,0,D,0,0
4306,0,Information,Equally male/female,Total,Total,Total reporting,0,S,0,0
4307,77644,Information,Total,Hispanic,Total,All firms,37,,0,1033
4308,2998,Information,Total,Hispanic,Total,Other businesses,8,,0,59
4309,0,Information,Total,Hispanic,Total,Other organizations,0,D,0,0
4310,0,Information,Total,Hispanic,Total,Individuals,0,D,0,0
4311,2998,Information,Total,Hispanic,Total,Total reporting,8,,0,59
4312,0,Information,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,D,0,0
4313,0,Information,Total,Equally Hispanic/non-Hispanic,Total,Federal government,0,D,0,0
4314,0,Information,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,D,0,0
4315,3665358,Information,Total,Non-Hispanic,Total,All firms,3827,,0,55453
4316,76246,Information,Total,Non-Hispanic,Total,Federal government,91,,0,985
4317,57793,Information,Total,Non-Hispanic,Total,State and local government,236,,0,1689
4318,372683,Information,Total,Non-Hispanic,Total,Other businesses,960,,0,6147
4319,67425,Information,Total,Non-Hispanic,Total,Other organizations,204,,0,1175
4320,122923,Information,Total,Non-Hispanic,Total,Individuals,585,,0,3878
4321,511980,Information,Total,Non-Hispanic,Total,Total reporting,1506,,0,9858
4322,24395,Information,Total,Non-Hispanic,Total,Item not reported,163,,0,756
4323,0,Information,Total,Total,Minority,All firms,0,S,0,0
4324,26104,Information,Total,Total,Minority,Federal government,5,,0,394
4325,437,Information,Total,Total,Minority,State and local government,7,,0,14
4326,4065,Information,Total,Total,Minority,Other businesses,16,,0,76
4327,0,Information,Total,Total,Minority,Other organizations,0,S,0,0
4328,2828,Information,Total,Total,Minority,Individuals,12,,0,115
4329,32441,Information,Total,Total,Minority,Total reporting,35,,0,565
4330,0,Information,Total,Total,Minority,Item not reported,0,D,0,0
4331,18615,Information,Total,Total,Equally minority/nonminority,All firms,29,,0,205
4332,0,Information,Total,Total,Equally minority/nonminority,Federal government,0,D,0,0
4333,0,Information,Total,Total,Equally minority/nonminority,State and local government,0,D,0,0
4334,0,Information,Total,Total,Equally minority/nonminority,Other businesses,0,D,0,0
4335,0,Information,Total,Total,Equally minority/nonminority,Individuals,0,D,0,0
4336,2217,Information,Total,Total,Equally minority/nonminority,Total reporting,16,,0,53
4337,0,Information,Total,Total,Equally minority/nonminority,Item not reported,0,D,0,0
4338,3457936,Information,Total,Total,Nonminority,All firms,3653,,0,52419
4339,0,Information,Total,Total,Nonminority,Federal government,0,S,0,0
4340,56270,Information,Total,Total,Nonminority,State and local government,227,,0,1647
4341,370530,Information,Total,Total,Nonminority,Other businesses,952,,0,6104
4342,67245,Information,Total,Total,Nonminority,Other organizations,200,,0,1172
4343,118654,Information,Total,Total,Nonminority,Individuals,571,,0,3728
4344,480562,Information,Total,Total,Nonminority,Total reporting,1474,,0,9299
4345,24225,Information,Total,Total,Nonminority,Item not reported,155,,0,748
4346,623285,Information,Total,Total,Total,All firms,1599,,0,11969
4347,0,Information,Total,Total,Total,Federal government,0,S,0,0
4348,44673,Information,Total,Total,Total,State and local government,80,,0,709
4349,0,Information,Total,Total,Total,Other businesses,0,S,0,0
4350,16674,Information,Total,Total,Total,Other organizations,44,,0,274
4351,36839,Information,Total,Total,Total,Individuals,195,,0,1231
4352,256359,Information,Total,Total,Total,Total reporting,536,,0,4364
4353,0,Information,Total,Total,Total,Item not reported,0,S,0,0
4354,0,Information,Female,Total,Total,All firms,0,S,0,0
4355,0,Information,Female,Total,Total,Other businesses,0,D,0,0
4356,0,Information,Female,Total,Total,Total reporting,0,D,0,0
4357,0,Information,Female,Total,Total,Item not reported,0,D,0,0
4358,257701,Information,Male,Total,Total,All firms,536,,0,5305
4359,0,Information,Male,Total,Total,Federal government,0,S,0,0
4360,0,Information,Male,Total,Total,State and local government,0,S,0,0
4361,62311,Information,Male,Total,Total,Other businesses,126,,0,736
4362,7563,Information,Male,Total,Total,Other organizations,14,,0,153
4363,19748,Information,Male,Total,Total,Individuals,31,,0,749
4364,103518,Information,Male,Total,Total,Total reporting,160,,0,1715
4365,0,Information,Male,Total,Total,Item not reported,0,S,0,0
4366,362966,Information,Equally male/female,Total,Total,All firms,1044,,0,6623
4367,0,Information,Equally male/female,Total,Total,Federal government,0,S,0,0
4368,19243,Information,Equally male/female,Total,Total,State and local government,58,,0,322
4369,0,Information,Equally male/female,Total,Total,Other businesses,0,S,0,0
4370,9111,Information,Equally male/female,Total,Total,Other organizations,29,,0,121
4371,17091,Information,Equally male/female,Total,Total,Individuals,165,,0,483
4372,0,Information,Equally male/female,Total,Total,Total reporting,0,S,0,0
4373,6255,Information,Equally male/female,Total,Total,Item not reported,92,,0,293
4374,0,Information,Total,Hispanic,Total,All firms,0,S,0,0
4375,0,Information,Total,Hispanic,Total,State and local government,0,D,0,0
4376,0,Information,Total,Hispanic,Total,Other businesses,0,D,0,0
4377,0,Information,Total,Hispanic,Total,Other organizations,0,D,0,0
4378,0,Information,Total,Hispanic,Total,Individuals,0,D,0,0
4379,0,Information,Total,Hispanic,Total,Total reporting,0,D,0,0
4380,0,Information,Total,Equally Hispanic/non-Hispanic,Total,All firms,0,S,0,0
4381,0,Information,Total,Equally Hispanic/non-Hispanic,Total,Other businesses,0,S,0,0
4382,0,Information,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,0,S,0,0
4383,0,Information,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,0,D,0,0
4384,616754,Information,Total,Non-Hispanic,Total,All firms,1551,,0,11856
4385,0,Information,Total,Non-Hispanic,Total,Federal government,0,S,0,0
4386,43383,Information,Total,Non-Hispanic,Total,State and local government,74,,0,656
4387,0,Information,Total,Non-Hispanic,Total,Other businesses,0,S,0,0
4388,15596,Information,Total,Non-Hispanic,Total,Other organizations,42,,0,233
4389,35549,Information,Total,Non-Hispanic,Total,Individuals,189,,0,1178
4390,254947,Information,Total,Non-Hispanic,Total,Total reporting,523,,0,4308
4391,0,Information,Total,Non-Hispanic,Total,Item not reported,0,S,0,0
4392,0,Information,Total,Total,Minority,All firms,0,S,0,0
4393,0,Information,Total,Total,Minority,State and local government,0,D,0,0
4394,0,Information,Total,Total,Minority,Other businesses,0,D,0,0
4395,0,Information,Total,Total,Minority,Other organizations,0,D,0,0
4396,0,Information,Total,Total,Minority,Individuals,0,D,0,0
4397,0,Information,Total,Total,Minority,Total reporting,0,S,0,0
4398,0,Information,Total,Total,Minority,Item not reported,0,D,0,0
4399,0,Information,Total,Total,Equally minority/nonminority,All firms,0,S,0,0
4400,0,Information,Total,Total,Equally minority/nonminority,Federal government,0,D,0,0
4401,0,Information,Total,Total,Equally minority/nonminority,Other businesses,0,S,0,0
4402,0,Information,Total,Total,Equally minority/nonminority,Total reporting,0,S,0,0
4403,0,Information,Total,Total,Equally minority/nonminority,Item not reported,0,D,0,0
4404,610981,Information,Total,Total,Nonminority,All firms,1507,,0,11629
4405,0,Information,Total,Total,Nonminority,Federal government,0,S,0,0
4406,43383,Information,Total,Total,Nonminority,State and local government,74,,0,656
4407,0,Information,Total,Total,Nonminority,Other businesses,0,S,0,0
4408,15588,Information,Total,Total,Nonminority,Other organizations,41,,0,232
4409,35549,Information,Total,Total,Nonminority,Individuals,189,,0,1178
4410,254735,Information,Total,Total,Nonminority,Total reporting,511,,0,4295
4411,0,Information,Total,Total,Nonminority,Item not reported,0,S,0,0
4412,89870880,Information,Total,Total,Total,All firms,67822,,0,1014678
4413,313808,Information,Total,Total,Total,Federal government,502,,0,4559
4414,1548511,Information,Total,Total,Total,State and local government,2162,,0,24291
4415,9028636,Information,Total,Total,Total,Other businesses,19549,,0,125824
4416,1352485,Information,Total,Total,Total,Other organizations,2807,,0,18350
4417,3104937,Information,Total,Total,Total,Individuals,9138,,0,74592
4418,11128293,Information,Total,Total,Total,Total reporting,25346,,0,175503
4419,1071949,Information,Total,Total,Total,Item not reported,2929,,0,21433
4420,7299086,Information,Female,Total,Total,All firms,10912,,0,107431
4421,25175,Information,Female,Total,Total,Federal government,87,,0,463
4422,0,Information,Female,Total,Total,State and local government,0,S,0,0
4423,913348,Information,Female,Total,Total,Other businesses,2943,,0,15939
4424,0,Information,Female,Total,Total,Other organizations,0,S,0,0
4425,330579,Information,Female,Total,Total,Individuals,1671,,0,11844
4426,1098822,Information,Female,Total,Total,Total reporting,4065,,0,23373
4427,105700,Information,Female,Total,Total,Item not reported,541,,0,2499
4428,78427356,Information,Male,Total,Total,All firms,48198,,0,842649
4429,281965,Information,Male,Total,Total,Federal government,372,,0,3981
4430,1272071,Information,Male,Total,Total,State and local government,1309,,0,19445
4431,7480883,Information,Male,Total,Total,Other businesses,14177,,0,100112
4432,1095609,Information,Male,Total,Total,Other organizations,1815,,0,13549
4433,2432835,Information,Male,Total,Total,Individuals,6004,,0,54169
4434,9165426,Information,Male,Total,Total,Total reporting,17961,,0,135947
4435,906390,Information,Male,Total,Total,Item not reported,2022,,0,17492
4436,4144438,Information,Equally male/female,Total,Total,All firms,8712,,0,64598
4437,6669,Information,Equally male/female,Total,Total,Federal government,40,,0,115
4438,78014,Information,Equally male/female,Total,Total,State and local government,322,,0,1548
4439,634404,Information,Equally male/female,Total,Total,Other businesses,2429,,0,9773
4440,59860,Information,Equally male/female,Total,Total,Other organizations,413,,0,1403
4441,341524,Information,Equally male/female,Total,Total,Individuals,1463,,0,8580
4442,864045,Information,Equally male/female,Total,Total,Total reporting,3321,,0,16183
4443,59859,Information,Equally male/female,Total,Total,Item not reported,365,,0,1442
4444,1098881,Information,Total,Hispanic,Total,All firms,2827,,0,22980
4445,0,Information,Total,Hispanic,Total,Federal government,0,D,0,0
4446,30405,Information,Total,Hispanic,Total,State and local government,108,,0,432
4447,140778,Information,Total,Hispanic,Total,Other businesses,783,,0,2552
4448,18068,Information,Total,Hispanic,Total,Other organizations,166,,0,405
4449,53976,Information,Total,Hispanic,Total,Individuals,383,,0,1969
4450,198002,Information,Total,Hispanic,Total,Total reporting,1029,,0,4338
4451,26079,Information,Total,Hispanic,Total,Item not reported,123,,0,1997
4452,390433031,Information,Total,Total,Total,All firms,81618,,0,3673165
4453,35578322,Information,Total,Total,Total,Federal government,732,,0,310661
4454,39184248,Information,Total,Total,Total,State and local government,2669,,0,354890
4455,165356066,Information,Total,Total,Total,Other businesses,22315,,0,1389206
4456,42108146,Information,Total,Total,Total,Other organizations,3294,,0,373946
4457,148094734,Information,Total,Total,Total,Individuals,10617,,0,1308378
4458,214423376,Information,Total,Total,Total,Total reporting,29299,,0,1842439
4459,26802086,Information,Total,Total,Total,Item not reported,4793,,0,285657
4460,7324077,Information,Female,Total,Total,All firms,10999,,0,107900
4461,25175,Information,Female,Total,Total,Federal government,87,,0,463
4462,0,Information,Female,Total,Total,State and local government,0,S,0,0
4463,919174,Information,Female,Total,Total,Other businesses,2959,,0,16019
4464,0,Information,Female,Total,Total,Other organizations,0,S,0,0
4465,331340,Information,Female,Total,Total,Individuals,1683,,0,11909
4466,1106111,Information,Female,Total,Total,Total reporting,4095,,0,23529
4467,106376,Information,Female,Total,Total,Item not reported,545,,0,2513
4468,82405233,Information,Male,Total,Total,All firms,52520,,0,903958
4469,366827,Information,Male,Total,Total,Federal government,470,,0,5053
4470,1352406,Information,Male,Total,Total,State and local government,1557,,0,21479
4471,7913358,Information,Male,Total,Total,Other businesses,15253,,0,106974
4472,1171327,Information,Male,Total,Total,Other organizations,2041,,0,14899
4473,2575251,Information,Male,Total,Total,Individuals,6607,,0,58745
4474,9776914,Information,Male,Total,Total,Total reporting,19599,,0,147419
4475,950287,Information,Male,Total,Total,Item not reported,2224,,0,19018
4476,184463,Information,Total,Equally Hispanic/non-Hispanic,Total,All firms,660,,0,2601
4477,0,Information,Total,Equally Hispanic/non-Hispanic,Total,Federal government,0,D,0,0
4478,0,Information,Total,Equally Hispanic/non-Hispanic,Total,State and local government,0,D,0,0
4479,15132,Information,Total,Equally Hispanic/non-Hispanic,Total,Other businesses,178,,0,287
4480,0,Information,Total,Equally Hispanic/non-Hispanic,Total,Other organizations,0,S,0,0
4481,18221,Information,Total,Equally Hispanic/non-Hispanic,Total,Individuals,80,,0,785
4482,33529,Information,Total,Equally Hispanic/non-Hispanic,Total,Total reporting,248,,0,1028
4483,0,Information,Total,Equally Hispanic/non-Hispanic,Total,Item not reported,0,S,0,0
4484,88587536,Information,Total,Non-Hispanic,Total,All firms,64334,,0,989097
4485,312856,Information,Total,Non-Hispanic,Total,Federal government,497,,0,4548
4486,1514730,Information,Total,Non-Hispanic,Total,State and local government,2048,,0,23806
4487,8872725,Information,Total,Non-Hispanic,Total,Other businesses,18589,,0,122985
4488,1333767,Information,Total,Non-Hispanic,Total,Other organizations,2607,,0,17849
4489,3032740,Information,Total,Non-Hispanic,Total,Individuals,8673,,0,71838
4490,10896762,Information,Total,Non-Hispanic,Total,Total reporting,24070,,0,170138
4491,1031931,Information,Total,Non-Hispanic,Total,Item not reported,2785,,0,19393
4492,6346601,Information,Total,Total,Minority,All firms,10346,,0,93220
4493,24684,Information,Total,Total,Minority,Federal government,51,,0,415
4494,66878,Information,Total,Total,Minority,State and local government,206,,0,1001
4495,713294,Information,Total,Total,Minority,Other businesses,2300,,0,10239
4496,79029,Information,Total,Total,Minority,Other organizations,358,,0,1323
4497,262800,Information,Total,Total,Minority,Individuals,1427,,0,9719
4498,940536,Information,Total,Total,Minority,Total reporting,3307,,0,18772
4499,66672,Information,Total,Total,Minority,Item not reported,399,,0,2892
4500,1033281,Information,Total,Total,Equally minority/nonminority,All firms,1409,,0,10177
4501,0,Information,Total,Total,Equally minority/nonminority,Federal government,0,S,0,0
